network_node1	network_node2
G375_Cl_2	G632_Cl_6
G375_Cl_2	G653_Cl_8
G375_Cl_2	G666_Cl_8
G375_Cl_2	G674_Cl_11
G375_Cl_2	G683_Cl_6
G375_Cl_2	G684_Cl_4
G375_Cl_2	G697_Cl_3
G375_Cl_2	G702_Cl_11
G375_Cl_2	G768_Cl_8
G375_Cl_3	G399_Cl_8
G375_Cl_3	G434_Cl_2
G375_Cl_3	G439_Cl_13
G375_Cl_3	G442_Cl_4
G375_Cl_3	G446_Cl_8
G375_Cl_3	G463_Cl_3
G375_Cl_3	G499_Cl_13
G375_Cl_3	G500_Cl_12
G375_Cl_3	G525_Cl_6
G375_Cl_3	G530_Cl_7
G375_Cl_3	G605_Cl_10
G375_Cl_3	G700_Cl_2
G375_Cl_3	G752_Cl_8
G375_Cl_3	G758_Cl_10
G375_Cl_3	G764_Cl_2
G375_Cl_3	G768_Cl_10
G375_Cl_4	G431_Cl_9
G375_Cl_4	G442_Cl_4
G375_Cl_4	G463_Cl_3
G375_Cl_4	G752_Cl_6
G375_Cl_4	G764_Cl_2
G375_Cl_8	G442_Cl_4
G375_Cl_8	G463_Cl_3
G375_Cl_8	G752_Cl_6
G375_Cl_9	G385_Cl_9
G375_Cl_9	G395_Cl_2
G375_Cl_9	G397_Cl_2
G375_Cl_9	G404_Cl_6
G375_Cl_9	G412_Cl_9
G375_Cl_9	G414_Cl_8
G375_Cl_9	G439_Cl_13
G375_Cl_9	G442_Cl_4
G375_Cl_9	G446_Cl_8
G375_Cl_9	G463_Cl_3
G375_Cl_9	G495_Cl_7
G375_Cl_9	G499_Cl_13
G375_Cl_9	G500_Cl_12
G375_Cl_9	G507_Cl_9
G375_Cl_9	G519_Cl_14
G375_Cl_9	G605_Cl_13
G375_Cl_9	G700_Cl_2
G375_Cl_9	G758_Cl_13
G375_Cl_9	G764_Cl_2
G375_Cl_12	G376_Cl_5
G375_Cl_12	G399_Cl_3
G375_Cl_12	G399_Cl_8
G375_Cl_12	G400_Cl_3
G375_Cl_12	G400_Cl_6
G375_Cl_12	G400_Cl_9
G375_Cl_12	G401_Cl_6
G375_Cl_12	G431_Cl_9
G375_Cl_12	G439_Cl_13
G375_Cl_12	G442_Cl_4
G375_Cl_12	G463_Cl_3
G375_Cl_12	G539_Cl_10
G375_Cl_12	G539_Cl_13
G375_Cl_12	G552_Cl_8
G375_Cl_12	G553_Cl_9
G375_Cl_12	G554_Cl_9
G375_Cl_12	G557_Cl_15
G375_Cl_12	G557_Cl_23
G375_Cl_12	G558_Cl_21
G375_Cl_12	G605_Cl_10
G375_Cl_12	G605_Cl_11
G375_Cl_12	G631_Cl_13
G375_Cl_12	G680_Cl_11
G375_Cl_12	G712_Cl_19
G375_Cl_12	G750_Cl_11
G375_Cl_12	G758_Cl_10
G375_Cl_12	G758_Cl_11
G375_Cl_12	G764_Cl_2
G375_Cl_12	G768_Cl_9
G375_Cl_13	G381_Cl_14
G375_Cl_13	G382_Cl_12
G375_Cl_13	G439_Cl_13
G375_Cl_13	G442_Cl_4
G375_Cl_13	G463_Cl_3
G375_Cl_13	G588_Cl_15
G375_Cl_13	G620_Cl_13
G375_Cl_13	G750_Cl_11
G375_Cl_13	G764_Cl_2
G375_Cl_13	G768_Cl_10
G375_Cl_14	G380_Cl_4
G375_Cl_14	G381_Cl_13
G375_Cl_14	G383_Cl_2
G375_Cl_14	G386_Cl_18
G375_Cl_14	G434_Cl_2
G375_Cl_14	G439_Cl_13
G375_Cl_14	G442_Cl_4
G375_Cl_14	G446_Cl_8
G375_Cl_14	G463_Cl_3
G375_Cl_14	G500_Cl_12
G375_Cl_14	G550_Cl_10
G375_Cl_14	G558_Cl_21
G375_Cl_14	G687_Cl_10
G375_Cl_14	G687_Cl_11
G375_Cl_14	G697_Cl_10
G375_Cl_14	G700_Cl_2
G375_Cl_14	G712_Cl_19
G375_Cl_14	G764_Cl_2
G375_Cl_15	G378_Cl_7
G375_Cl_15	G380_Cl_8
G375_Cl_15	G381_Cl_4
G375_Cl_15	G383_Cl_4
G375_Cl_15	G386_Cl_3
G375_Cl_15	G388_Cl_6
G375_Cl_15	G393_Cl_4
G375_Cl_15	G395_Cl_5
G375_Cl_15	G396_Cl_5
G375_Cl_15	G397_Cl_4
G375_Cl_15	G398_Cl_8
G375_Cl_15	G401_Cl_12
G375_Cl_15	G420_Cl_6
G375_Cl_15	G422_Cl_7
G375_Cl_15	G423_Cl_4
G375_Cl_15	G423_Cl_7
G375_Cl_15	G425_Cl_5
G375_Cl_15	G428_Cl_10
G375_Cl_15	G434_Cl_12
G375_Cl_15	G435_Cl_3
G375_Cl_15	G440_Cl_9
G375_Cl_15	G442_Cl_14
G375_Cl_15	G443_Cl_5
G375_Cl_15	G448_Cl_8
G375_Cl_15	G455_Cl_10
G375_Cl_15	G485_Cl_7
G375_Cl_15	G486_Cl_7
G375_Cl_15	G500_Cl_12
G375_Cl_15	G504_Cl_10
G375_Cl_15	G506_Cl_2
G375_Cl_15	G507_Cl_6
G375_Cl_15	G508_Cl_10
G375_Cl_15	G509_Cl_2
G375_Cl_15	G510_Cl_4
G375_Cl_15	G513_Cl_6
G375_Cl_15	G513_Cl_8
G375_Cl_15	G513_Cl_11
G375_Cl_15	G513_Cl_14
G375_Cl_15	G517_Cl_9
G375_Cl_15	G522_Cl_2
G375_Cl_15	G522_Cl_3
G375_Cl_15	G536_Cl_3
G375_Cl_15	G537_Cl_3
G375_Cl_15	G543_Cl_5
G375_Cl_15	G544_Cl_4
G375_Cl_15	G550_Cl_5
G375_Cl_15	G551_Cl_5
G375_Cl_15	G552_Cl_4
G375_Cl_15	G558_Cl_15
G375_Cl_15	G560_Cl_10
G375_Cl_15	G561_Cl_11
G375_Cl_15	G578_Cl_3
G375_Cl_15	G582_Cl_4
G375_Cl_15	G583_Cl_5
G375_Cl_15	G586_Cl_11
G375_Cl_15	G597_Cl_2
G375_Cl_15	G602_Cl_10
G375_Cl_15	G604_Cl_6
G375_Cl_15	G608_Cl_2
G375_Cl_15	G610_Cl_10
G375_Cl_15	G611_Cl_6
G375_Cl_15	G612_Cl_8
G375_Cl_15	G618_Cl_3
G375_Cl_15	G619_Cl_4
G375_Cl_15	G626_Cl_2
G375_Cl_15	G632_Cl_6
G375_Cl_15	G653_Cl_8
G375_Cl_15	G655_Cl_3
G375_Cl_15	G655_Cl_13
G375_Cl_15	G658_Cl_5
G375_Cl_15	G666_Cl_8
G375_Cl_15	G667_Cl_2
G375_Cl_15	G669_Cl_8
G375_Cl_15	G670_Cl_3
G375_Cl_15	G679_Cl_3
G375_Cl_15	G680_Cl_7
G375_Cl_15	G683_Cl_6
G375_Cl_15	G686_Cl_3
G375_Cl_15	G687_Cl_6
G375_Cl_15	G691_Cl_5
G375_Cl_15	G696_Cl_8
G375_Cl_15	G752_Cl_10
G375_Cl_15	G753_Cl_3
G375_Cl_15	G753_Cl_9
G375_Cl_16	G376_Cl_14
G375_Cl_16	G380_Cl_11
G375_Cl_16	G431_Cl_9
G375_Cl_16	G442_Cl_4
G375_Cl_16	G463_Cl_3
G375_Cl_16	G707_Cl_20
G375_Cl_16	G764_Cl_2
G376_Cl_2	G378_Cl_2
G376_Cl_2	G383_Cl_8
G376_Cl_2	G385_Cl_9
G376_Cl_2	G395_Cl_2
G376_Cl_2	G397_Cl_2
G376_Cl_2	G404_Cl_6
G376_Cl_2	G414_Cl_8
G376_Cl_2	G431_Cl_8
G376_Cl_2	G434_Cl_2
G376_Cl_2	G439_Cl_13
G376_Cl_2	G442_Cl_4
G376_Cl_2	G446_Cl_8
G376_Cl_2	G463_Cl_3
G376_Cl_2	G495_Cl_7
G376_Cl_2	G499_Cl_13
G376_Cl_2	G500_Cl_12
G376_Cl_2	G507_Cl_9
G376_Cl_2	G519_Cl_14
G376_Cl_2	G568_Cl_7
G376_Cl_2	G605_Cl_13
G376_Cl_2	G700_Cl_2
G376_Cl_2	G756_Cl_4
G376_Cl_2	G758_Cl_13
G376_Cl_2	G764_Cl_2
G376_Cl_3	G431_Cl_9
G376_Cl_3	G442_Cl_4
G376_Cl_3	G463_Cl_3
G376_Cl_3	G752_Cl_6
G376_Cl_3	G764_Cl_2
G376_Cl_5	G399_Cl_8
G376_Cl_5	G431_Cl_9
G376_Cl_5	G439_Cl_13
G376_Cl_5	G442_Cl_4
G376_Cl_5	G463_Cl_3
G376_Cl_5	G554_Cl_9
G376_Cl_5	G558_Cl_21
G376_Cl_5	G605_Cl_10
G376_Cl_5	G631_Cl_13
G376_Cl_5	G680_Cl_11
G376_Cl_5	G700_Cl_2
G376_Cl_5	G712_Cl_19
G376_Cl_5	G750_Cl_11
G376_Cl_5	G758_Cl_10
G376_Cl_5	G764_Cl_2
G376_Cl_5	G768_Cl_10
G376_Cl_6	G463_Cl_3
G376_Cl_6	G495_Cl_7
G376_Cl_6	G500_Cl_12
G376_Cl_14	G380_Cl_11
G376_Cl_14	G431_Cl_9
G376_Cl_14	G442_Cl_4
G376_Cl_14	G463_Cl_3
G376_Cl_14	G707_Cl_20
G376_Cl_14	G764_Cl_2
G377_Cl_3	G378_Cl_13
G377_Cl_3	G383_Cl_8
G377_Cl_3	G386_Cl_10
G377_Cl_3	G395_Cl_2
G377_Cl_3	G397_Cl_2
G377_Cl_3	G398_Cl_8
G377_Cl_3	G400_Cl_8
G377_Cl_3	G404_Cl_6
G377_Cl_3	G406_Cl_4
G377_Cl_3	G414_Cl_8
G377_Cl_3	G455_Cl_10
G377_Cl_3	G463_Cl_3
G377_Cl_3	G500_Cl_12
G377_Cl_3	G518_Cl_5
G377_Cl_3	G519_Cl_14
G377_Cl_3	G551_Cl_11
G377_Cl_3	G653_Cl_8
G377_Cl_3	G674_Cl_11
G377_Cl_3	G687_Cl_10
G377_Cl_3	G697_Cl_10
G377_Cl_3	G700_Cl_2
G377_Cl_3	G702_Cl_11
G377_Cl_3	G756_Cl_4
G377_Cl_3	G764_Cl_2
G377_Cl_3	G768_Cl_8
G377_Cl_6	G431_Cl_9
G377_Cl_6	G439_Cl_13
G377_Cl_6	G442_Cl_4
G377_Cl_6	G463_Cl_3
G377_Cl_6	G558_Cl_21
G377_Cl_6	G680_Cl_11
G377_Cl_6	G693_Cl_19
G377_Cl_6	G712_Cl_19
G377_Cl_6	G764_Cl_2
G378_Cl_2	G383_Cl_8
G378_Cl_2	G395_Cl_2
G378_Cl_2	G397_Cl_2
G378_Cl_2	G404_Cl_6
G378_Cl_2	G414_Cl_8
G378_Cl_2	G431_Cl_8
G378_Cl_2	G434_Cl_2
G378_Cl_2	G439_Cl_13
G378_Cl_2	G446_Cl_8
G378_Cl_2	G463_Cl_3
G378_Cl_2	G495_Cl_7
G378_Cl_2	G499_Cl_13
G378_Cl_2	G500_Cl_12
G378_Cl_2	G519_Cl_14
G378_Cl_2	G605_Cl_13
G378_Cl_2	G700_Cl_2
G378_Cl_2	G756_Cl_4
G378_Cl_2	G758_Cl_13
G378_Cl_2	G764_Cl_2
G378_Cl_7	G386_Cl_3
G378_Cl_7	G386_Cl_10
G378_Cl_7	G398_Cl_8
G378_Cl_7	G401_Cl_12
G378_Cl_7	G408_Cl_7
G378_Cl_7	G409_Cl_3
G378_Cl_7	G420_Cl_13
G378_Cl_7	G455_Cl_10
G378_Cl_7	G463_Cl_3
G378_Cl_7	G500_Cl_12
G378_Cl_7	G513_Cl_14
G378_Cl_7	G551_Cl_5
G378_Cl_7	G552_Cl_4
G378_Cl_7	G578_Cl_3
G378_Cl_7	G604_Cl_6
G378_Cl_7	G610_Cl_10
G378_Cl_7	G611_Cl_6
G378_Cl_7	G612_Cl_7
G378_Cl_7	G632_Cl_6
G378_Cl_7	G653_Cl_8
G378_Cl_7	G666_Cl_8
G378_Cl_7	G679_Cl_3
G378_Cl_7	G680_Cl_7
G378_Cl_7	G683_Cl_6
G378_Cl_7	G687_Cl_6
G378_Cl_7	G697_Cl_3
G378_Cl_7	G765_Cl_10
G378_Cl_8	G431_Cl_9
G378_Cl_8	G434_Cl_2
G378_Cl_8	G439_Cl_13
G378_Cl_8	G442_Cl_4
G378_Cl_8	G463_Cl_3
G378_Cl_8	G528_Cl_6
G378_Cl_8	G680_Cl_11
G378_Cl_8	G712_Cl_19
G378_Cl_8	G764_Cl_2
G378_Cl_9	G463_Cl_3
G378_Cl_13	G379_Cl_8
G378_Cl_13	G383_Cl_8
G378_Cl_13	G384_Cl_2
G378_Cl_13	G386_Cl_10
G378_Cl_13	G395_Cl_2
G378_Cl_13	G398_Cl_8
G378_Cl_13	G400_Cl_8
G378_Cl_13	G401_Cl_12
G378_Cl_13	G406_Cl_4
G378_Cl_13	G414_Cl_8
G378_Cl_13	G455_Cl_10
G378_Cl_13	G463_Cl_3
G378_Cl_13	G500_Cl_12
G378_Cl_13	G518_Cl_5
G378_Cl_13	G519_Cl_14
G378_Cl_13	G539_Cl_5
G378_Cl_13	G551_Cl_11
G378_Cl_13	G556_Cl_2
G378_Cl_13	G557_Cl_18
G378_Cl_13	G610_Cl_14
G378_Cl_13	G653_Cl_8
G378_Cl_13	G674_Cl_11
G378_Cl_13	G687_Cl_10
G378_Cl_13	G693_Cl_15
G378_Cl_13	G697_Cl_3
G378_Cl_13	G700_Cl_2
G378_Cl_13	G702_Cl_11
G378_Cl_13	G756_Cl_4
G378_Cl_13	G764_Cl_2
G378_Cl_13	G768_Cl_8
G378_Cl_14	G381_Cl_14
G378_Cl_14	G385_Cl_9
G378_Cl_14	G399_Cl_8
G378_Cl_14	G434_Cl_2
G378_Cl_14	G439_Cl_13
G378_Cl_14	G442_Cl_4
G378_Cl_14	G446_Cl_8
G378_Cl_14	G463_Cl_3
G378_Cl_14	G499_Cl_13
G378_Cl_14	G500_Cl_12
G378_Cl_14	G507_Cl_9
G378_Cl_14	G657_Cl_12
G378_Cl_14	G700_Cl_2
G378_Cl_14	G752_Cl_8
G378_Cl_14	G764_Cl_2
G378_Cl_14	G768_Cl_10
G378_Cl_16	G383_Cl_8
G378_Cl_16	G385_Cl_9
G378_Cl_16	G395_Cl_2
G378_Cl_16	G397_Cl_2
G378_Cl_16	G398_Cl_8
G378_Cl_16	G404_Cl_6
G378_Cl_16	G414_Cl_8
G378_Cl_16	G446_Cl_8
G378_Cl_16	G463_Cl_3
G378_Cl_16	G495_Cl_7
G378_Cl_16	G499_Cl_13
G378_Cl_16	G500_Cl_12
G378_Cl_16	G507_Cl_9
G378_Cl_16	G519_Cl_14
G378_Cl_16	G551_Cl_11
G378_Cl_16	G605_Cl_13
G378_Cl_16	G700_Cl_2
G378_Cl_16	G756_Cl_4
G378_Cl_16	G758_Cl_13
G378_Cl_16	G764_Cl_2
G379_Cl_2	G383_Cl_8
G379_Cl_2	G404_Cl_6
G379_Cl_2	G414_Cl_8
G379_Cl_2	G431_Cl_8
G379_Cl_2	G439_Cl_13
G379_Cl_2	G446_Cl_8
G379_Cl_2	G463_Cl_3
G379_Cl_2	G500_Cl_12
G379_Cl_2	G605_Cl_13
G379_Cl_2	G687_Cl_10
G379_Cl_2	G700_Cl_2
G379_Cl_2	G756_Cl_4
G379_Cl_2	G758_Cl_13
G379_Cl_2	G764_Cl_2
G379_Cl_4	G463_Cl_3
G379_Cl_5	G380_Cl_8
G379_Cl_5	G381_Cl_4
G379_Cl_5	G382_Cl_16
G379_Cl_5	G383_Cl_4
G379_Cl_5	G384_Cl_8
G379_Cl_5	G398_Cl_8
G379_Cl_5	G401_Cl_12
G379_Cl_5	G409_Cl_3
G379_Cl_5	G422_Cl_7
G379_Cl_5	G425_Cl_5
G379_Cl_5	G455_Cl_10
G379_Cl_5	G463_Cl_3
G379_Cl_5	G500_Cl_12
G379_Cl_5	G550_Cl_5
G379_Cl_5	G551_Cl_5
G379_Cl_5	G552_Cl_4
G379_Cl_5	G555_Cl_3
G379_Cl_5	G560_Cl_10
G379_Cl_5	G561_Cl_11
G379_Cl_5	G578_Cl_3
G379_Cl_5	G604_Cl_6
G379_Cl_5	G610_Cl_10
G379_Cl_5	G611_Cl_6
G379_Cl_5	G632_Cl_6
G379_Cl_5	G653_Cl_8
G379_Cl_5	G655_Cl_13
G379_Cl_5	G657_Cl_7
G379_Cl_5	G666_Cl_8
G379_Cl_5	G674_Cl_11
G379_Cl_5	G679_Cl_3
G379_Cl_5	G683_Cl_6
G379_Cl_5	G697_Cl_3
G379_Cl_5	G702_Cl_11
G379_Cl_5	G710_Cl_8
G379_Cl_5	G768_Cl_8
G379_Cl_8	G383_Cl_9
G379_Cl_8	G400_Cl_8
G379_Cl_8	G401_Cl_12
G379_Cl_8	G404_Cl_6
G379_Cl_8	G414_Cl_8
G379_Cl_8	G455_Cl_10
G379_Cl_8	G463_Cl_3
G379_Cl_8	G500_Cl_12
G379_Cl_8	G506_Cl_7
G379_Cl_8	G513_Cl_3
G379_Cl_8	G518_Cl_5
G379_Cl_8	G519_Cl_14
G379_Cl_8	G551_Cl_11
G379_Cl_8	G557_Cl_18
G379_Cl_8	G611_Cl_6
G379_Cl_8	G653_Cl_8
G379_Cl_8	G687_Cl_10
G379_Cl_8	G700_Cl_2
G379_Cl_11	G386_Cl_13
G379_Cl_11	G434_Cl_2
G379_Cl_11	G439_Cl_13
G379_Cl_11	G442_Cl_4
G379_Cl_11	G446_Cl_8
G379_Cl_11	G463_Cl_3
G379_Cl_11	G500_Cl_12
G379_Cl_11	G678_Cl_10
G379_Cl_11	G700_Cl_2
G379_Cl_11	G764_Cl_2
G379_Cl_12	G398_Cl_8
G379_Cl_12	G463_Cl_3
G379_Cl_12	G495_Cl_7
G379_Cl_12	G500_Cl_12
G379_Cl_12	G578_Cl_3
G379_Cl_12	G611_Cl_6
G379_Cl_12	G653_Cl_8
G379_Cl_12	G674_Cl_11
G379_Cl_12	G702_Cl_11
G380_Cl_3	G384_Cl_8
G380_Cl_3	G385_Cl_2
G380_Cl_3	G386_Cl_10
G380_Cl_3	G398_Cl_8
G380_Cl_3	G401_Cl_12
G380_Cl_3	G406_Cl_4
G380_Cl_3	G409_Cl_3
G380_Cl_3	G455_Cl_10
G380_Cl_3	G463_Cl_3
G380_Cl_3	G495_Cl_7
G380_Cl_3	G500_Cl_12
G380_Cl_3	G518_Cl_5
G380_Cl_3	G519_Cl_14
G380_Cl_3	G539_Cl_5
G380_Cl_3	G555_Cl_3
G380_Cl_3	G578_Cl_3
G380_Cl_3	G604_Cl_6
G380_Cl_3	G611_Cl_6
G380_Cl_3	G653_Cl_8
G380_Cl_3	G666_Cl_8
G380_Cl_3	G674_Cl_11
G380_Cl_3	G683_Cl_6
G380_Cl_3	G687_Cl_4
G380_Cl_3	G697_Cl_3
G380_Cl_3	G700_Cl_2
G380_Cl_3	G702_Cl_11
G380_Cl_3	G756_Cl_4
G380_Cl_3	G768_Cl_8
G380_Cl_4	G414_Cl_8
G380_Cl_4	G434_Cl_2
G380_Cl_4	G439_Cl_13
G380_Cl_4	G442_Cl_4
G380_Cl_4	G446_Cl_8
G380_Cl_4	G463_Cl_3
G380_Cl_4	G500_Cl_12
G380_Cl_4	G700_Cl_2
G380_Cl_4	G764_Cl_2
G380_Cl_5	G439_Cl_13
G380_Cl_5	G442_Cl_4
G380_Cl_5	G463_Cl_3
G380_Cl_5	G495_Cl_7
G380_Cl_5	G588_Cl_15
G380_Cl_5	G610_Cl_8
G380_Cl_5	G700_Cl_2
G380_Cl_5	G764_Cl_2
G380_Cl_8	G381_Cl_4
G380_Cl_8	G382_Cl_16
G380_Cl_8	G383_Cl_4
G380_Cl_8	G384_Cl_8
G380_Cl_8	G386_Cl_3
G380_Cl_8	G388_Cl_6
G380_Cl_8	G391_Cl_2
G380_Cl_8	G393_Cl_4
G380_Cl_8	G395_Cl_5
G380_Cl_8	G396_Cl_5
G380_Cl_8	G397_Cl_4
G380_Cl_8	G398_Cl_8
G380_Cl_8	G401_Cl_12
G380_Cl_8	G420_Cl_6
G380_Cl_8	G422_Cl_7
G380_Cl_8	G423_Cl_4
G380_Cl_8	G425_Cl_5
G380_Cl_8	G431_Cl_10
G380_Cl_8	G432_Cl_2
G380_Cl_8	G433_Cl_2
G380_Cl_8	G433_Cl_6
G380_Cl_8	G433_Cl_10
G380_Cl_8	G434_Cl_12
G380_Cl_8	G435_Cl_3
G380_Cl_8	G435_Cl_11
G380_Cl_8	G436_Cl_3
G380_Cl_8	G437_Cl_3
G380_Cl_8	G438_Cl_2
G380_Cl_8	G439_Cl_12
G380_Cl_8	G440_Cl_3
G380_Cl_8	G442_Cl_10
G380_Cl_8	G442_Cl_14
G380_Cl_8	G443_Cl_5
G380_Cl_8	G444_Cl_6
G380_Cl_8	G445_Cl_7
G380_Cl_8	G448_Cl_8
G380_Cl_8	G475_Cl_6
G380_Cl_8	G482_Cl_6
G380_Cl_8	G483_Cl_2
G380_Cl_8	G485_Cl_7
G380_Cl_8	G486_Cl_7
G380_Cl_8	G487_Cl_6
G380_Cl_8	G488_Cl_6
G380_Cl_8	G489_Cl_7
G380_Cl_8	G491_Cl_5
G380_Cl_8	G492_Cl_6
G380_Cl_8	G495_Cl_6
G380_Cl_8	G496_Cl_5
G380_Cl_8	G498_Cl_6
G380_Cl_8	G500_Cl_12
G380_Cl_8	G503_Cl_5
G380_Cl_8	G506_Cl_2
G380_Cl_8	G506_Cl_6
G380_Cl_8	G507_Cl_3
G380_Cl_8	G508_Cl_2
G380_Cl_8	G508_Cl_10
G380_Cl_8	G509_Cl_2
G380_Cl_8	G510_Cl_4
G380_Cl_8	G513_Cl_6
G380_Cl_8	G513_Cl_9
G380_Cl_8	G513_Cl_11
G380_Cl_8	G514_Cl_3
G380_Cl_8	G516_Cl_4
G380_Cl_8	G516_Cl_6
G380_Cl_8	G517_Cl_9
G380_Cl_8	G520_Cl_5
G380_Cl_8	G522_Cl_2
G380_Cl_8	G524_Cl_5
G380_Cl_8	G525_Cl_2
G380_Cl_8	G540_Cl_2
G380_Cl_8	G543_Cl_5
G380_Cl_8	G544_Cl_4
G380_Cl_8	G544_Cl_9
G380_Cl_8	G545_Cl_3
G380_Cl_8	G549_Cl_3
G380_Cl_8	G550_Cl_5
G380_Cl_8	G551_Cl_5
G380_Cl_8	G558_Cl_15
G380_Cl_8	G559_Cl_5
G380_Cl_8	G560_Cl_10
G380_Cl_8	G561_Cl_11
G380_Cl_8	G563_Cl_4
G380_Cl_8	G569_Cl_10
G380_Cl_8	G578_Cl_3
G380_Cl_8	G582_Cl_4
G380_Cl_8	G583_Cl_5
G380_Cl_8	G584_Cl_3
G380_Cl_8	G586_Cl_11
G380_Cl_8	G597_Cl_2
G380_Cl_8	G599_Cl_10
G380_Cl_8	G602_Cl_7
G380_Cl_8	G602_Cl_10
G380_Cl_8	G604_Cl_6
G380_Cl_8	G608_Cl_2
G380_Cl_8	G610_Cl_10
G380_Cl_8	G611_Cl_6
G380_Cl_8	G612_Cl_8
G380_Cl_8	G618_Cl_3
G380_Cl_8	G619_Cl_5
G380_Cl_8	G623_Cl_3
G380_Cl_8	G632_Cl_6
G380_Cl_8	G653_Cl_8
G380_Cl_8	G655_Cl_3
G380_Cl_8	G655_Cl_13
G380_Cl_8	G658_Cl_5
G380_Cl_8	G659_Cl_7
G380_Cl_8	G660_Cl_10
G380_Cl_8	G667_Cl_2
G380_Cl_8	G669_Cl_8
G380_Cl_8	G670_Cl_3
G380_Cl_8	G672_Cl_4
G380_Cl_8	G674_Cl_11
G380_Cl_8	G679_Cl_3
G380_Cl_8	G686_Cl_3
G380_Cl_8	G687_Cl_6
G380_Cl_8	G688_Cl_2
G380_Cl_8	G688_Cl_12
G380_Cl_8	G689_Cl_2
G380_Cl_8	G689_Cl_8
G380_Cl_8	G691_Cl_5
G380_Cl_8	G696_Cl_8
G380_Cl_8	G702_Cl_11
G380_Cl_8	G710_Cl_8
G380_Cl_8	G712_Cl_6
G380_Cl_8	G752_Cl_10
G380_Cl_8	G753_Cl_3
G380_Cl_8	G762_Cl_2
G380_Cl_8	G762_Cl_8
G380_Cl_8	G765_Cl_4
G380_Cl_8	G766_Cl_6
G380_Cl_9	G463_Cl_3
G380_Cl_9	G752_Cl_6
G380_Cl_10	G463_Cl_3
G380_Cl_11	G442_Cl_4
G380_Cl_11	G463_Cl_3
G380_Cl_11	G707_Cl_20
G380_Cl_11	G752_Cl_6
G380_Cl_11	G764_Cl_2
G380_Cl_13	G431_Cl_9
G380_Cl_13	G439_Cl_13
G380_Cl_13	G442_Cl_4
G380_Cl_13	G463_Cl_3
G380_Cl_13	G551_Cl_10
G380_Cl_13	G558_Cl_21
G380_Cl_13	G680_Cl_11
G380_Cl_13	G712_Cl_19
G380_Cl_13	G764_Cl_2
G381_Cl_4	G382_Cl_16
G381_Cl_4	G383_Cl_4
G381_Cl_4	G384_Cl_8
G381_Cl_4	G385_Cl_2
G381_Cl_4	G386_Cl_3
G381_Cl_4	G398_Cl_8
G381_Cl_4	G401_Cl_12
G381_Cl_4	G406_Cl_4
G381_Cl_4	G408_Cl_4
G381_Cl_4	G409_Cl_3
G381_Cl_4	G420_Cl_6
G381_Cl_4	G422_Cl_7
G381_Cl_4	G425_Cl_5
G381_Cl_4	G428_Cl_10
G381_Cl_4	G440_Cl_8
G381_Cl_4	G455_Cl_10
G381_Cl_4	G463_Cl_3
G381_Cl_4	G495_Cl_7
G381_Cl_4	G500_Cl_12
G381_Cl_4	G506_Cl_6
G381_Cl_4	G507_Cl_2
G381_Cl_4	G508_Cl_10
G381_Cl_4	G509_Cl_2
G381_Cl_4	G513_Cl_2
G381_Cl_4	G513_Cl_11
G381_Cl_4	G515_Cl_2
G381_Cl_4	G550_Cl_5
G381_Cl_4	G551_Cl_5
G381_Cl_4	G552_Cl_4
G381_Cl_4	G555_Cl_3
G381_Cl_4	G560_Cl_10
G381_Cl_4	G561_Cl_11
G381_Cl_4	G578_Cl_3
G381_Cl_4	G604_Cl_6
G381_Cl_4	G610_Cl_10
G381_Cl_4	G611_Cl_6
G381_Cl_4	G612_Cl_8
G381_Cl_4	G621_Cl_8
G381_Cl_4	G626_Cl_2
G381_Cl_4	G632_Cl_6
G381_Cl_4	G653_Cl_8
G381_Cl_4	G655_Cl_13
G381_Cl_4	G657_Cl_7
G381_Cl_4	G666_Cl_8
G381_Cl_4	G671_Cl_5
G381_Cl_4	G674_Cl_11
G381_Cl_4	G679_Cl_3
G381_Cl_4	G683_Cl_6
G381_Cl_4	G687_Cl_6
G381_Cl_4	G697_Cl_3
G381_Cl_4	G698_Cl_5
G381_Cl_4	G702_Cl_11
G381_Cl_4	G710_Cl_8
G381_Cl_4	G753_Cl_3
G381_Cl_4	G768_Cl_8
G381_Cl_6	G382_Cl_6
G381_Cl_6	G463_Cl_3
G381_Cl_6	G764_Cl_2
G381_Cl_7	G382_Cl_11
G381_Cl_7	G398_Cl_8
G381_Cl_7	G406_Cl_4
G381_Cl_7	G409_Cl_3
G381_Cl_7	G414_Cl_8
G381_Cl_7	G463_Cl_3
G381_Cl_7	G495_Cl_7
G381_Cl_7	G500_Cl_12
G381_Cl_7	G518_Cl_5
G381_Cl_7	G519_Cl_14
G381_Cl_7	G551_Cl_11
G381_Cl_7	G610_Cl_14
G381_Cl_7	G611_Cl_6
G381_Cl_7	G653_Cl_8
G381_Cl_7	G674_Cl_11
G381_Cl_7	G687_Cl_4
G381_Cl_7	G700_Cl_2
G381_Cl_7	G702_Cl_11
G381_Cl_7	G756_Cl_4
G381_Cl_7	G768_Cl_8
G381_Cl_8	G431_Cl_9
G381_Cl_8	G439_Cl_13
G381_Cl_8	G442_Cl_4
G381_Cl_8	G463_Cl_3
G381_Cl_8	G680_Cl_11
G381_Cl_8	G693_Cl_19
G381_Cl_8	G764_Cl_2
G381_Cl_11	G442_Cl_4
G381_Cl_11	G463_Cl_3
G381_Cl_11	G764_Cl_2
